,video_name,question,question_id,answer,video_id,question_type,a0,a1,a2,a3,a4
1723,4740033681,how does the boy in red drink the drinks,4740033681_CH_0,suck using straw,4740033681,CH,suck using straw,throw it up and down,kick,talk and nod,drink out of the cup
1724,4565373467,what does the shirtless guy on extreme left do after he reached the sand in the middle,4565373467_TN_0,bend down,4565373467,TN,dig with shovel,bend down,push the boy,sit up,raise his arm
1725,2824180578,why are the people standing in a line,2824180578_CW_1,restrict access,2824180578,CW,performing,to watch girl,to receive awards,restrict access,watching the man with chains
1726,3060710599,why did the boy tilt the toy and inspect it after he picked it up,3060710599_CW_8,to look at it closer,3060710599,CW,to look at it closer,see the dog inside,take it to other place,to throw the toy,he was scared
1727,6063052014,how is the baby s clothes kept from stains while feeding,6063052014_CH_3,wear bib,6063052014,CH,cloth,tissue,jacket,wear bib,napkin
1728,7824213108,why is the man bending forward in the video,7824213108_CW_4,to push toy car,7824213108,CW,looking at boy,to push toy car,to sit,play with baby,swing cloth
1729,3964794227,why did the baby walk away at the end,3964794227_CW_9,does nt want to go in pool,3964794227,CW,to hold the lady s hand,to take a paper,does nt want to go in pool,lose interest,entrance from the back
1730,4555837160,why must the microphone be on a stand instead of the man holding it,4555837160_CW_7,playing the guitar,4555837160,CW,for singing,performers playing instrument,playing the guitar,keep his balance,give others to speak
1731,6371744849,why did the girl push herself up on the ground when she started to wiggle up,6371744849_CW_1,change to another game,6371744849,CW,change to another game,for stability,playing the game,adjust his position,to push forward
1732,2504514045,why did the dog laid down in the middle of the video,2504514045_CW_9,playing with the person,2504514045,CW,eat food,show affection,fell down,playing with the person,pat the dog s body
1733,2824890841,why does he carry his baby this way,2824890841_CW_3,frees his hands,2824890841,CW,showing affection,frees his hands,support the baby,stay standing,hold for better support
1734,6320419082,what did the girl in colourful shirt do after she sat down,6320419082_TN_7,get up,6320419082,TN,look at baby,dance,look to her left,drink from a cup,get up
1735,3508141028,why did the girl in blue turn around and look at the lady in pink when she stopped playing the piano,3508141028_CW_4,ask for guidance,3508141028,CW,help to flip piano score,ask for guidance,change page,to feed baby,want to sit
1736,7871817080,why did the man point at the toy to show the baby,7871817080_CW_2,teach him how to play,7871817080,CW,teach him how to play,wanted to buy for the baby,to give her food,want to attract the dog,play with cat next to the baby
1737,9189821251,what did the girl do after the dog ran away with the ball,9189821251_TN_2,chase after dog,9189821251,TN,walk to woman,move towards the lady,chase after dog,chase girl,dip it in pool
1738,3058094185,what does the boy do after standing up at the start,3058094185_TN_5,clap,3058094185,TN,clap,talk to the lady,push the robot,yes,climb over something to sit
1739,7987394824,why did the baby in blue crawl out of the tire after playing with it,7987394824_CW_8,tired,7987394824,CW,support himself,hands need for holding table,imitate the dog,get him away from the tire,tired
1740,2551446323,why does the man puts his finger in the beak of bird,2551446323_CW_2,feed the bird,2551446323,CW,check for predator,feed the bird,to drink,man held tightly,caressing for chicken
1741,8731154071,why did the man bend down after taking a drink,8731154071_CW_4,put the bottle on platform,8731154071,CW,put the bottle on platform,ready to do a flip,bow towards audiences,pick up the fire stick,spit the water out
1742,6051291805,what does the baby do after walking with the walker for a while at the start,6051291805_TN_5,turn around,6051291805,TN,suck thumb,stand up,falls down,sit on floor,turn around
1743,9284736689,what does the man in black singlet do after he entered the washing machine area,9284736689_TN_9,start running,9284736689,TN,throw bottle cap,shake finger,start running,point towards something,walk over
1744,2640372277,why did the boy smile at the camera,2640372277_CW_5,happy eating yoghurt,2640372277,CW,happy eating yoghurt,celebrating his birthday,amused,find baby cute,amused by baby
1745,4228152919,why does the child hold the red toy in his hand when looking at the toy on the man in black s leg,4228152919_CW_2,keep it close to him,4228152919,CW,reach out for the thing,put toy away,keep it close to him,teething,protect from sun
1746,10718903414,why is the girl in light pink running around,10718903414_CW_1,dance,10718903414,CW,follow girl to where she goes,playing,dance,want to feel the water,practicing
1747,3958650538,why does the lady keeps touching the phone with her fingers,3958650538_CW_9,helping,3958650538,CW,eye contact,listening music,helping,end call,resting her hand
1748,2835672361,why does the man run carefully in the fountain,2835672361_CW_0,ground is slippery,2835672361,CW,swimming to the surface to breathe,avoid getting splash,wash hand,ground is slippery,playing with baby
1749,2401079660,what did the man do after the boy fell,2401079660_TN_11,holds the baby,2401079660,TN,stand up,carry him up,holds the baby,lean against the screen,hold her up
1750,3784430367,why did the girl turn to her right after touching the beer glass the second time,3784430367_CW_8,to touch glass again,3784430367,CW,to touch glass again,dancing,interested in white art piece,prevent from falling over,the drink is inside
1751,4004287747,why did the woman come down of her seat at the beginning,4004287747_CW_6,reach the cake,4004287747,CW,pick up pebbles,to fix her top,reach the cake,look for the thrown object,dead end
1752,5489050159,what does the man in blue do after leaning back at his chair for a while at the end,5489050159_TN_9,leans forward,5489050159,TN,put the acrylic against the metal,rub his head,thorw metal,stands up and cycle,leans forward
1753,4042843624,why did the man hold onto the rope,4042843624_CW_0,control the boat,4042843624,CW,control the boat,excited,show affection,open the gate,controlling the helicopter
1754,2622782176,why did the boy in green jump up and point while eating the pizza,2622782176_CW_0,calling out to someone,2622782176,CW,playing,calling out to someone,to shoot into the hoop,let the boy hit,wants more food
1755,7282289126,why did the girl hold something up in the middle of the video,7282289126_CW_8,to drink,7282289126,CW,boy was there,cue woman to talk,take balloon away from baby,lose interest in lady,to drink
1756,8486832796,why are all the people looking at the man with guitar,8486832796_CW_3,he is performing,8486832796,CW,to enjoy the music,he is performing,moving with the rhythm,make effective impression,the guitar is beautiful
1757,2436811248,why is the boy moving his head around while looking at the laptop at the start,2436811248_CW_8,look at parents,2436811248,CW,adjust keys,look at parents,clicking the lyrics,doing some work,resting
1758,3339687949,why did the baby hold on to the table top nearing the end of the scene,3339687949_CW_1,check what is on table,3339687949,CW,playing,touch white thing,tired,to walk back,check what is on table
1759,3616966959,what did the man do at the end after clapping,3616966959_TN_5,give thumbs up,3616966959,TN,bend down and touch the woman s back,cover his forehead,put his hand in front of camera,give thumbs up,tap card again
1760,4360431067,how does one know if the man in blue and the lady in black staff belong in this kitchen,4360431067_CH_4,they look professional,4360431067,CH,they look professional,bite it,carrying child,spoon,wear long-sleeved clothing
1761,3957553632,how are the people moving themselves in the woods,3957553632_CH_4,walking,3957553632,CH,swimming,push the ski handles,walking,cycling,paddle
1762,3058613626,why does the man with a red hat put his arm down at the end of the video,3058613626_CW_4,done performing,3058613626,CW,carry boy off,take a drink,looking at object,done performing,look at phone
1763,10211516755,what does the girl do after eating the food on the spoon in the middle,10211516755_TN_9,takes the spoon back in bowl,10211516755,TN,takes the spoon back in bowl,give to the man in grey,walk away,look at the girl in tiara,lick her finger
1764,9038264963,why did the man in green read the script on his hands out loud,9038264963_CW_0,recite the script,9038264963,CW,show a trick,let him speak,give speech,recite the script,emphasize his point
1765,2771561128,why did the children pose in one straight line,2771561128_CW_1,they are taking picture,2771561128,CW,performing,restrict access,performance,playing with the toy,they are taking picture
